,City/Community,Cases,Case Rate,Adjusted Case Rate,Deaths,Death Rate,Adjusted Death Rate,Population,timestamp
294,Unincorporated - San Jose Hills,627,3101,3064,9,45,46,20221,2020-08-23 17:15:23.643537
295,Unincorporated - San Pasqual,9,442,468,0,0,0,2035,2020-08-23 17:15:23.643537
296,Unincorporated - Sand Canyon,5,1623,4904,0,0,0,308,2020-08-23 17:15:23.643537
297,Unincorporated - Santa Catalina Island,21,7865,10186,0,0,0,267,2020-08-23 17:15:23.643537
298,Unincorporated - Santa Monica Mountains,100,537,618,1,5,2,18621,2020-08-23 17:15:23.643537
299,Unincorporated - Saugus,25,16129,15445,0,0,0,155,2020-08-23 17:15:23.643537
300,Unincorporated - Saugus/Canyon Country,1,281,538,0,0,0,356,2020-08-23 17:15:23.643537
301,Unincorporated - South Antelope Valley,1,220,256,0,0,0,455,2020-08-23 17:15:23.643537
302,Unincorporated - South El Monte,75,4178,3988,0,0,0,1795,2020-08-23 17:15:23.643537
303,Unincorporated - South San Gabriel,165,1865,1781,5,57,40,8848,2020-08-23 17:15:23.643537
304,Unincorporated - South Whittier,1500,2533,2452,27,46,49,59222,2020-08-23 17:15:23.643537
305,Unincorporated - Southeast Antelope Valley,13,1665,1845,0,0,0,781,2020-08-23 17:15:23.643537
306,Unincorporated - Stevenson Ranch,143,682,678,2,10,12,20966,2020-08-23 17:15:23.643537
307,Unincorporated - Sun Village,139,2303,2406,1,17,11,6036,2020-08-23 17:15:23.643537
308,Unincorporated - Sunrise Village,43,3318,3549,0,0,0,1296,2020-08-23 17:15:23.643537
309,Unincorporated - Twin Lakes/Oat Mountain,10,603,623,1,60,78,1658,2020-08-23 17:15:23.643537
310,Unincorporated - Val Verde,58,1753,1645,1,30,50,3309,2020-08-23 17:15:23.643537
311,Unincorporated - Valencia,39,1270,2094,1,33,258,3072,2020-08-23 17:15:23.643537
312,Unincorporated - Valinda,666,2850,2793,7,30,32,23371,2020-08-23 17:15:23.643537
313,Unincorporated - View Park/Windsor Hills,133,1143,1207,3,26,10,11635,2020-08-23 17:15:23.643537
314,Unincorporated - Walnut Park,617,3822,3781,10,62,69,16143,2020-08-23 17:15:23.643537
315,Unincorporated - West Antelope Valley,4,265,284,0,0,0,1511,2020-08-23 17:15:23.643537
316,Unincorporated - West Carson,368,1666,1474,32,145,86,22086,2020-08-23 17:15:23.643537
317,Unincorporated - West LA,41,4307,4097,2,210,67,952,2020-08-23 17:15:23.643537
318,Unincorporated - West Puente Valley,333,3386,3333,2,20,23,9835,2020-08-23 17:15:23.643537
319,Unincorporated - West Rancho Dominguez,20,1472,1397,3,221,184,1359,2020-08-23 17:15:23.643537
320,Unincorporated - West Whittier/Los Nietos,862,3201,3129,12,45,44,26925,2020-08-23 17:15:23.643537
321,Unincorporated - Westfield/Academy Hills,5,385,565,0,0,0,1300,2020-08-23 17:15:23.643537
322,Unincorporated - Westhills,9,1073,1596,0,0,0,839,2020-08-23 17:15:23.643537
323,Unincorporated - White Fence Farms,40,1086,1140,0,0,0,3683,2020-08-23 17:15:23.643537
324,Unincorporated - Whittier,57,1506,1443,1,26,11,3784,2020-08-23 17:15:23.643537
325,Unincorporated - Willowbrook,1301,3726,3772,17,49,57,34913,2020-08-23 17:15:23.643537
326,Unincorporated - Wiseburn,107,1775,1672,1,17,21,6027,2020-08-23 17:15:23.643537
327,Unincorporated - East Lancaster,0,0,0,0,0,0,114,2020-08-23 17:15:23.643537
328,Unincorporated - Harbor Gateway,0,0,0,0,0,0,1,2020-08-23 17:15:23.643537
329,Unincorporated - La Habra Heights,0,0,0,0,0,0,676,2020-08-23 17:15:23.643537
330,Unincorporated - Placerita Canyon,0,0,0,0,0,0,460,2020-08-23 17:15:23.643537
331,Unincorporated - Whittier Narrows,0,0,0,0,0,0,12,2020-08-23 17:15:23.643537
